camera,file,plank
13,2017-03-13T12:39:49.jpg,1.0
13,2017-04-13T15:03:03.jpg,1.0
13,2017-03-05T12:03:14.jpg,1.0
13,2017-03-30T18:26:03.jpg,1.0
13,2017-03-22T02:34:58.jpg,1.0
13,2017-03-19T05:02:56.jpg,1.0
13,2017-03-20T16:45:19.jpg,1.0
13,2017-03-29T17:12:22.jpg,1.0
13,2017-04-09T18:20:09.jpg,1.0
13,2017-03-14T17:42:39.jpg,1.0
13,2017-03-23T13:47:12.jpg,1.0
13,2017-04-06T15:42:42.jpg,1.0
13,2017-04-05T12:01:00.jpg,1.0
13,2017-03-16T21:23:30.jpg,1.0
13,2017-03-22T14:41:13.jpg,1.0
13,2017-03-22T22:13:58.jpg,1.0
13,2017-04-17T13:39:03.jpg,1.0
13,2017-03-05T09:50:50.jpg,1.0
13,2017-02-28T10:39:59.jpg,1.0
13,2017-03-09T09:42:24.jpg,1.0
13,2017-03-21T08:35:27.jpg,1.0
13,2017-03-10T16:16:06.jpg,1.0
13,2017-04-14T12:54:45.jpg,1.0
13,2017-04-02T13:41:18.jpg,1.0
13,2017-04-13T18:00:46.jpg,1.0
13,2017-03-03T16:12:51.jpg,1.0
13,2017-03-27T17:45:37.jpg,1.0
13,2017-03-24T08:58:07.jpg,1.0
13,2017-03-13T17:59:24.jpg,1.0
13,2017-04-12T15:41:29.jpg,1.0
13,2017-03-19T22:39:01.jpg,1.0
13,2017-03-18T22:36:32.jpg,1.0
13,2017-04-15T16:35:45.jpg,1.0
13,2017-03-15T17:08:49.jpg,1.0
13,2017-03-18T23:12:42.jpg,1.0
13,2017-03-13T14:24:53.jpg,1.0
13,2017-03-21T21:32:09.jpg,1.0
13,2017-03-03T06:42:10.jpg,0.0
13,2017-04-04T18:13:33.jpg,1.0
13,2017-03-22T06:12:39.jpg,1.0
13,2017-03-23T15:45:06.jpg,1.0
13,2017-03-30T17:11:03.jpg,1.0
13,2017-03-16T17:51:49.jpg,1.0
13,2017-03-27T17:31:07.jpg,1.0
13,2017-03-22T12:41:54.jpg,1.0
13,2017-04-17T12:37:24.jpg,1.0
13,2017-03-24T20:49:50.jpg,1.0
13,2017-03-17T15:54:54.jpg,1.0
13,2017-03-25T01:39:35.jpg,1.0
13,2017-02-27T22:12:32.jpg,1.0
13,2017-04-07T23:20:00.jpg,0.0
13,2017-03-17T12:39:40.jpg,1.0
13,2017-03-01T23:31:27.jpg,1.0
13,2017-04-08T18:21:59.jpg,1.0
13,2017-04-16T14:06:14.jpg,1.0
13,2017-04-20T08:31:16.jpg,1.0
13,2017-04-14T01:01:18.jpg,0.0
13,2017-04-06T14:35:04.jpg,1.0
13,2017-04-15T15:37:59.jpg,1.0
13,2017-03-03T23:33:11.jpg,0.0
13,2017-04-02T03:01:42.jpg,1.0
13,2017-03-09T19:46:50.jpg,1.0
13,2017-03-13T20:28:29.jpg,1.0
13,2017-04-12T18:43:03.jpg,1.0
13,2017-04-15T14:22:43.jpg,1.0
13,2017-04-10T03:26:04.jpg,0.0
13,2017-03-15T18:03:53.jpg,1.0
13,2017-03-20T17:40:12.jpg,1.0
13,2017-04-15T16:33:32.jpg,1.0
13,2017-04-09T18:26:38.jpg,1.0
13,2017-04-15T18:47:57.jpg,1.0
13,2017-03-14T17:46:01.jpg,1.0
13,2017-03-17T20:18:25.jpg,1.0
13,2017-03-02T02:34:43.jpg,1.0
13,2017-03-04T16:48:27.jpg,1.0
13,2017-03-14T17:53:06.jpg,1.0
13,2017-03-07T17:11:02.jpg,1.0
13,2017-04-05T12:28:08.jpg,1.0
13,2017-03-14T15:41:54.jpg,1.0
13,2017-03-02T16:04:42.jpg,1.0
13,2017-03-13T16:04:07.jpg,1.0
13,2017-03-09T07:15:43.jpg,1.0
13,2017-03-18T22:51:49.jpg,1.0
13,2017-03-18T08:30:16.jpg,1.0
13,2017-03-28T22:13:28.jpg,1.0
13,2017-03-06T19:37:38.jpg,1.0
13,2017-03-21T03:47:12.jpg,1.0
13,2017-03-13T15:13:13.jpg,1.0
13,2017-03-23T17:20:02.jpg,1.0
13,2017-03-17T07:45:02.jpg,1.0
13,2017-03-15T16:48:55.jpg,1.0
13,2017-04-04T18:15:52.jpg,1.0
13,2017-03-04T19:14:41.jpg,1.0
13,2017-04-13T14:25:07.jpg,1.0
13,2017-03-15T17:48:22.jpg,1.0
13,2017-03-14T06:23:04.jpg,1.0
13,2017-04-09T17:59:38.jpg,1.0
13,2017-04-18T13:18:54.jpg,1.0
13,2017-03-19T22:23:01.jpg,1.0
13,2017-04-06T16:51:16.jpg,1.0
13,2017-03-30T14:47:48.jpg,1.0
13,2017-03-17T17:12:23.jpg,1.0
13,2017-03-17T14:12:35.jpg,1.0
13,2017-03-14T16:20:06.jpg,1.0
13,2017-03-19T22:20:30.jpg,1.0
13,2017-03-30T15:33:11.jpg,1.0
13,2017-03-20T14:03:56.jpg,1.0
13,2017-04-03T14:03:25.jpg,1.0
13,2017-03-20T17:04:10.jpg,1.0
13,2017-03-30T18:17:45.jpg,1.0
13,2017-04-15T18:37:40.jpg,1.0
13,2017-03-13T18:03:30.jpg,1.0
13,2017-03-15T16:54:28.jpg,1.0
13,2017-03-17T16:14:16.jpg,1.0
13,2017-04-05T14:14:50.jpg,1.0
13,2017-04-01T20:31:50.jpg,1.0
13,2017-03-24T19:00:09.jpg,1.0
13,2017-03-20T17:49:43.jpg,1.0
13,2017-04-13T09:03:34.jpg,1.0
13,2017-03-14T17:46:23.jpg,1.0
13,2017-04-19T10:14:06.jpg,1.0
13,2017-04-16T12:47:27.jpg,1.0
13,2017-03-22T23:06:34.jpg,1.0
13,2017-04-12T15:33:08.jpg,1.0
13,2017-03-29T17:56:12.jpg,1.0
13,2017-03-21T01:24:10.jpg,1.0
13,2017-04-02T02:28:33.jpg,1.0
13,2017-03-19T17:36:19.jpg,1.0
13,2017-03-02T08:11:06.jpg,1.0
13,2017-03-13T17:33:13.jpg,1.0
13,2017-03-28T19:34:58.jpg,1.0
13,2017-03-17T17:11:08.jpg,1.0
13,2017-04-13T17:39:53.jpg,1.0
13,2017-03-16T17:38:03.jpg,1.0
13,2017-03-02T12:15:48.jpg,1.0
13,2017-03-27T16:01:51.jpg,1.0
13,2017-03-10T07:54:45.jpg,1.0
13,2017-04-12T18:10:56.jpg,1.0
13,2017-03-21T08:41:45.jpg,1.0
13,2017-03-09T17:26:09.jpg,1.0
13,2017-03-02T05:19:19.jpg,1.0
13,2017-04-11T15:37:27.jpg,1.0
13,2017-03-19T05:20:18.jpg,1.0
13,2017-03-29T14:58:32.jpg,1.0
13,2017-03-17T16:49:54.jpg,1.0
13,2017-03-14T16:02:27.jpg,1.0
13,2017-04-19T11:13:40.jpg,1.0
13,2017-03-31T22:43:52.jpg,1.0
13,2017-03-19T03:34:59.jpg,1.0
13,2017-03-15T17:44:08.jpg,1.0
13,2017-03-13T17:23:49.jpg,1.0
13,2017-03-22T01:32:33.jpg,1.0
13,2017-03-23T17:17:09.jpg,1.0
13,2017-03-13T16:29:11.jpg,1.0
13,2017-03-15T17:12:49.jpg,1.0
13,2017-03-20T16:50:40.jpg,1.0
13,2017-03-19T22:28:41.jpg,1.0
13,2017-03-02T12:07:31.jpg,1.0
13,2017-03-27T20:20:37.jpg,1.0
13,2017-03-22T20:42:13.jpg,1.0
13,2017-04-15T15:33:51.jpg,1.0
13,2017-04-03T09:23:49.jpg,1.0
13,2017-04-14T06:16:18.jpg,1.0
13,2017-03-27T20:19:18.jpg,1.0
13,2017-04-13T17:11:01.jpg,1.0
13,2017-04-05T12:48:49.jpg,1.0
13,2017-03-13T16:14:38.jpg,1.0
13,2017-04-18T18:04:59.jpg,1.0
13,2017-04-10T07:24:08.jpg,1.0
13,2017-03-16T17:04:59.jpg,1.0
13,2017-04-05T12:01:04.jpg,1.0
13,2017-04-14T12:11:11.jpg,1.0
13,2017-03-19T22:41:16.jpg,1.0
13,2017-03-05T14:12:05.jpg,1.0
13,2017-03-23T03:41:18.jpg,1.0
13,2017-04-15T07:52:39.jpg,1.0
13,2017-04-05T12:02:58.jpg,1.0
13,2017-04-08T22:34:05.jpg,0.0
13,2017-03-02T03:32:01.jpg,1.0
13,2017-03-20T09:22:30.jpg,1.0
13,2017-04-07T18:19:57.jpg,1.0
13,2017-03-20T22:11:21.jpg,1.0
13,2017-03-10T00:12:19.jpg,1.0
13,2017-03-27T16:42:18.jpg,1.0
13,2017-04-07T18:39:42.jpg,1.0
13,2017-03-22T16:42:10.jpg,1.0
13,2017-03-22T11:14:32.jpg,1.0
13,2017-04-04T15:13:17.jpg,1.0
13,2017-04-14T10:37:20.jpg,1.0
13,2017-03-04T16:49:49.jpg,1.0
13,2017-03-19T22:39:14.jpg,1.0
13,2017-04-07T15:39:24.jpg,1.0
13,2017-04-18T18:10:58.jpg,1.0
13,2017-03-24T18:59:47.jpg,1.0
13,2017-03-30T18:16:03.jpg,1.0
13,2017-04-15T14:22:46.jpg,1.0
13,2017-03-19T22:22:38.jpg,1.0
13,2017-04-10T16:50:33.jpg,1.0
13,2017-04-18T18:00:57.jpg,1.0
13,2017-03-27T18:15:30.jpg,1.0
13,2017-04-12T16:22:54.jpg,1.0
13,2017-04-19T09:33:03.jpg,1.0
13,2017-03-29T14:52:36.jpg,1.0
13,2017-04-01T02:46:08.jpg,1.0
13,2017-03-10T14:18:15.jpg,1.0
13,2017-03-03T21:31:46.jpg,0.0
13,2017-04-15T08:49:41.jpg,1.0
13,2017-02-27T16:18:21.jpg,1.0
13,2017-04-19T11:31:40.jpg,1.0
13,2017-04-08T18:09:53.jpg,1.0
13,2017-03-14T17:18:15.jpg,1.0
13,2017-03-31T09:28:17.jpg,1.0
13,2017-03-02T08:45:45.jpg,1.0
13,2017-03-19T17:59:28.jpg,1.0
13,2017-03-20T17:43:42.jpg,1.0
13,2017-03-20T12:29:59.jpg,1.0
13,2017-03-17T16:56:19.jpg,1.0
13,2017-03-17T17:15:33.jpg,1.0
13,2017-04-08T21:27:32.jpg,0.0
13,2017-03-31T15:24:22.jpg,1.0
13,2017-03-16T18:16:40.jpg,1.0
13,2017-04-10T19:04:56.jpg,1.0
13,2017-04-06T12:59:21.jpg,1.0
13,2017-03-15T16:29:24.jpg,1.0
13,2017-04-14T14:53:07.jpg,1.0
13,2017-03-24T19:07:07.jpg,1.0
13,2017-03-30T02:50:48.jpg,1.0
13,2017-03-27T18:41:17.jpg,1.0
13,2017-04-12T12:44:19.jpg,1.0
13,2017-03-22T20:39:05.jpg,1.0
13,2017-03-30T18:29:47.jpg,1.0
13,2017-04-20T11:26:03.jpg,1.0
13,2017-04-15T17:28:13.jpg,1.0
13,2017-04-19T10:40:42.jpg,1.0
13,2017-03-15T17:54:27.jpg,1.0
13,2017-03-28T15:14:08.jpg,1.0
13,2017-03-15T17:35:33.jpg,1.0
13,2017-04-06T18:00:29.jpg,1.0
13,2017-03-16T16:41:03.jpg,1.0
13,2017-03-15T06:17:46.jpg,1.0
13,2017-03-20T16:46:31.jpg,1.0
13,2017-03-22T02:34:59.jpg,1.0
13,2017-04-14T19:04:31.jpg,1.0
13,2017-04-14T14:16:15.jpg,1.0
13,2017-03-21T22:50:29.jpg,1.0
13,2017-03-20T17:32:32.jpg,1.0
13,2017-03-14T17:46:34.jpg,1.0
13,2017-04-14T11:06:44.jpg,1.0
13,2017-03-30T16:14:39.jpg,1.0
13,2017-04-06T17:30:31.jpg,1.0
13,2017-04-15T21:50:38.jpg,0.0
13,2017-03-28T16:45:09.jpg,1.0
13,2017-03-15T17:19:43.jpg,1.0
13,2017-04-20T09:28:27.jpg,1.0
13,2017-03-05T10:54:48.jpg,1.0
13,2017-03-19T22:33:02.jpg,1.0
13,2017-03-25T03:39:05.jpg,1.0
13,2017-04-05T18:23:11.jpg,1.0
13,2017-04-02T11:45:07.jpg,1.0
13,2017-03-22T03:30:07.jpg,1.0
13,2017-03-10T13:35:14.jpg,1.0
13,2017-04-01T02:40:12.jpg,1.0
13,2017-03-15T18:05:19.jpg,1.0
13,2017-03-31T11:34:11.jpg,1.0
13,2017-04-04T17:34:01.jpg,1.0
13,2017-03-16T17:13:02.jpg,1.0
13,2017-03-10T16:28:24.jpg,1.0
13,2017-03-19T22:35:49.jpg,1.0
13,2017-03-17T12:11:24.jpg,1.0
13,2017-03-19T04:06:51.jpg,1.0
13,2017-04-09T12:21:29.jpg,1.0
13,2017-03-13T17:52:44.jpg,1.0
13,2017-03-24T01:23:00.jpg,1.0
13,2017-03-16T17:59:36.jpg,1.0
13,2017-03-17T16:52:20.jpg,1.0
13,2017-03-19T05:02:58.jpg,1.0
13,2017-04-20T10:03:23.jpg,1.0
13,2017-03-14T16:19:42.jpg,1.0
13,2017-04-15T17:24:56.jpg,1.0
13,2017-03-16T16:44:58.jpg,1.0
13,2017-03-13T17:15:10.jpg,1.0
13,2017-03-14T17:32:16.jpg,1.0
13,2017-04-04T14:42:21.jpg,1.0
13,2017-02-28T19:51:02.jpg,1.0
13,2017-03-17T14:47:16.jpg,1.0
13,2017-03-15T17:12:12.jpg,1.0
13,2017-03-20T17:04:54.jpg,1.0
13,2017-03-17T17:36:00.jpg,1.0
13,2017-04-16T18:30:37.jpg,1.0
13,2017-04-20T11:05:03.jpg,1.0
13,2017-03-15T17:55:46.jpg,1.0
13,2017-04-08T17:49:06.jpg,1.0
13,2017-04-02T02:28:37.jpg,1.0
13,2017-04-13T14:36:26.jpg,1.0
13,2017-04-20T11:46:09.jpg,1.0
13,2017-03-14T17:08:13.jpg,1.0
13,2017-03-16T17:34:35.jpg,1.0
13,2017-03-30T17:40:29.jpg,1.0
13,2017-03-09T07:50:41.jpg,1.0
13,2017-03-17T14:05:43.jpg,1.0
13,2017-03-17T17:31:25.jpg,1.0
13,2017-04-20T11:28:33.jpg,1.0
13,2017-04-14T17:00:06.jpg,1.0
13,2017-03-19T22:41:02.jpg,1.0
13,2017-04-10T16:34:20.jpg,1.0
13,2017-03-13T17:03:19.jpg,1.0
13,2017-04-08T18:35:34.jpg,1.0
13,2017-04-07T18:33:38.jpg,1.0
13,2017-03-17T15:35:56.jpg,1.0
13,2017-04-03T21:42:40.jpg,1.0
13,2017-04-05T16:40:26.jpg,1.0
13,2017-03-30T12:58:22.jpg,1.0
13,2017-03-16T16:37:35.jpg,1.0
13,2017-03-22T14:04:44.jpg,1.0
13,2017-04-15T16:22:57.jpg,1.0
13,2017-03-24T05:45:51.jpg,1.0
13,2017-03-23T02:19:13.jpg,1.0
13,2017-03-31T17:46:54.jpg,1.0
13,2017-03-01T20:11:36.jpg,1.0
13,2017-03-24T17:41:24.jpg,1.0
13,2017-03-15T18:06:00.jpg,1.0
13,2017-04-07T14:45:13.jpg,1.0
13,2017-03-18T02:29:10.jpg,1.0
13,2017-03-20T16:27:46.jpg,1.0
13,2017-04-19T11:00:34.jpg,1.0
13,2017-03-31T03:40:08.jpg,1.0
13,2017-03-30T17:14:54.jpg,1.0
13,2017-04-19T11:31:43.jpg,1.0
13,2017-04-05T14:29:13.jpg,1.0
13,2017-04-09T16:15:33.jpg,1.0
13,2017-03-13T14:27:10.jpg,1.0
13,2017-03-17T13:27:01.jpg,1.0
13,2017-04-09T20:01:10.jpg,0.0
13,2017-02-28T09:26:32.jpg,1.0
13,2017-04-19T15:31:20.jpg,1.0
13,2017-03-17T16:42:00.jpg,1.0
13,2017-03-16T17:34:34.jpg,1.0
13,2017-03-20T17:52:33.jpg,1.0
13,2017-04-06T17:03:58.jpg,1.0
13,2017-03-31T14:46:23.jpg,1.0
13,2017-04-15T16:32:16.jpg,1.0
13,2017-04-19T12:37:01.jpg,1.0
13,2017-03-24T19:16:42.jpg,1.0
13,2017-03-15T17:32:34.jpg,1.0
13,2017-04-10T12:13:06.jpg,1.0
13,2017-04-18T15:47:24.jpg,1.0
13,2017-03-02T10:54:19.jpg,1.0
13,2017-03-09T09:11:24.jpg,1.0
13,2017-04-06T11:06:14.jpg,1.0
13,2017-03-19T23:53:53.jpg,1.0
13,2017-03-28T17:42:49.jpg,1.0
13,2017-02-28T13:34:34.jpg,1.0
13,2017-03-21T13:51:47.jpg,1.0
13,2017-03-15T17:33:48.jpg,1.0
13,2017-04-16T10:02:00.jpg,1.0
13,2017-03-14T15:48:16.jpg,1.0
13,2017-03-23T13:56:22.jpg,1.0
13,2017-02-27T16:37:38.jpg,1.0
13,2017-04-12T18:23:16.jpg,1.0
13,2017-03-30T02:55:31.jpg,1.0
13,2017-03-20T17:44:04.jpg,1.0
13,2017-03-24T14:02:47.jpg,1.0
13,2017-02-28T11:01:03.jpg,1.0
13,2017-04-09T10:56:00.jpg,1.0
13,2017-04-03T16:20:09.jpg,1.0
13,2017-04-06T18:14:18.jpg,1.0
13,2017-03-12T06:30:42.jpg,1.0
13,2017-03-15T18:00:09.jpg,1.0
13,2017-04-11T15:37:29.jpg,1.0
13,2017-03-13T14:37:51.jpg,1.0
13,2017-04-03T18:13:34.jpg,1.0
13,2017-03-22T21:28:31.jpg,1.0
13,2017-03-24T04:00:26.jpg,1.0
13,2017-03-14T18:00:48.jpg,1.0
13,2017-04-05T18:30:20.jpg,1.0
13,2017-03-22T20:48:44.jpg,1.0
13,2017-03-27T18:13:44.jpg,1.0
13,2017-04-03T08:55:22.jpg,1.0
13,2017-02-25T15:55:02.jpg,1.0
13,2017-04-16T17:14:16.jpg,1.0
13,2017-04-05T18:20:39.jpg,1.0
13,2017-04-07T21:21:18.jpg,0.0
13,2017-04-13T11:17:21.jpg,1.0
13,2017-04-13T08:37:48.jpg,1.0
13,2017-03-26T02:58:22.jpg,1.0
13,2017-03-19T22:41:43.jpg,1.0
13,2017-02-28T14:22:58.jpg,1.0
13,2017-04-07T16:55:06.jpg,1.0
13,2017-02-27T15:00:08.jpg,1.0
13,2017-03-13T17:57:05.jpg,1.0
13,2017-04-08T16:18:30.jpg,1.0
13,2017-03-29T16:41:13.jpg,1.0
13,2017-04-20T07:42:25.jpg,1.0
13,2017-02-25T16:40:06.jpg,1.0
13,2017-03-30T02:18:14.jpg,1.0
13,2017-03-17T07:48:48.jpg,1.0
13,2017-04-18T15:57:52.jpg,1.0
13,2017-04-20T08:22:33.jpg,1.0
13,2017-04-14T16:37:32.jpg,1.0
13,2017-03-30T14:42:43.jpg,1.0
13,2017-03-24T06:56:08.jpg,1.0
13,2017-03-24T17:40:44.jpg,1.0
13,2017-04-10T14:18:12.jpg,1.0
13,2017-03-13T16:37:26.jpg,1.0
13,2017-03-19T17:32:02.jpg,1.0
13,2017-04-05T13:45:55.jpg,1.0
13,2017-03-16T17:47:29.jpg,1.0
13,2017-03-16T17:49:09.jpg,1.0
13,2017-03-30T17:49:02.jpg,1.0
13,2017-04-13T18:22:27.jpg,1.0
13,2017-03-22T16:42:44.jpg,1.0
13,2017-03-17T14:23:16.jpg,1.0
13,2017-03-13T20:58:03.jpg,1.0
13,2017-04-12T17:23:01.jpg,1.0
13,2017-04-05T11:30:55.jpg,1.0
13,2017-04-16T13:35:10.jpg,1.0
13,2017-03-23T06:11:50.jpg,1.0
13,2017-04-01T03:58:04.jpg,1.0
13,2017-03-02T04:17:37.jpg,1.0
13,2017-03-27T00:22:21.jpg,1.0
13,2017-04-12T16:41:41.jpg,1.0
13,2017-04-18T15:35:35.jpg,1.0
13,2017-03-17T16:07:38.jpg,1.0
13,2017-03-19T06:15:23.jpg,1.0
13,2017-03-05T14:12:34.jpg,1.0
13,2017-03-06T13:10:53.jpg,1.0
13,2017-03-14T17:32:14.jpg,1.0
13,2017-04-17T20:57:48.jpg,0.0
13,2017-04-18T11:00:21.jpg,1.0
13,2017-04-05T14:13:17.jpg,1.0
13,2017-03-30T13:23:10.jpg,1.0
13,2017-03-19T22:08:25.jpg,1.0
13,2017-03-20T17:22:32.jpg,1.0
13,2017-03-05T06:39:18.jpg,0.0
13,2017-03-28T18:00:18.jpg,1.0
13,2017-03-19T22:54:29.jpg,1.0
13,2017-03-23T02:19:09.jpg,1.0
13,2017-04-10T17:29:30.jpg,1.0
13,2017-03-15T17:03:46.jpg,1.0
13,2017-04-15T15:07:58.jpg,1.0
13,2017-03-25T05:23:57.jpg,1.0
13,2017-04-03T10:42:16.jpg,1.0
13,2017-03-19T22:29:33.jpg,1.0
13,2017-03-13T14:51:13.jpg,1.0
13,2017-03-30T14:32:15.jpg,1.0
13,2017-04-19T10:44:59.jpg,1.0
13,2017-04-03T10:24:10.jpg,1.0
13,2017-04-19T13:48:53.jpg,1.0
13,2017-03-17T07:44:35.jpg,1.0
13,2017-03-05T20:53:48.jpg,0.0
13,2017-04-19T17:35:40.jpg,1.0
13,2017-03-20T16:22:36.jpg,1.0
13,2017-04-15T08:37:30.jpg,1.0
13,2017-04-13T18:39:05.jpg,1.0
13,2017-04-15T21:50:32.jpg,0.0
13,2017-03-15T16:04:38.jpg,1.0
